date,open,high,low,close,adj_close,volume,ticker
2015-01-02,173.77999877929688,174.63999938964844,170.3300018310547,172.4499969482422,147.59690856933594,1249700.0,FDX
2015-01-05,171.82000732421875,171.92999267578125,169.35000610351562,169.8000030517578,145.32882690429688,1726100.0,FDX
2015-01-06,172.4199981689453,173.32000732421875,169.5800018310547,169.7899932861328,145.3202362060547,2612500.0,FDX
2015-01-07,171.97000122070312,172.33999633789062,170.0500030517578,171.0399932861328,146.39010620117188,1835800.0,FDX
2015-01-08,173.17999267578125,175.36000061035156,172.4600067138672,175.0399932861328,149.81365966796875,1819500.0,FDX
2015-01-09,174.50999450683594,175.22999572753906,172.35000610351562,172.66000366210938,147.776611328125,1396200.0,FDX
2015-01-12,174.05999755859375,175.0,172.49000549316406,172.57000732421875,147.69964599609375,1884700.0,FDX
2015-01-13,173.92999267578125,174.72999572753906,170.10000610351562,171.5,146.78378295898438,1736400.0,FDX
2015-01-14,170.0,172.9600067138672,169.00999450683594,172.75,147.8537139892578,1928900.0,FDX
2015-01-15,173.2899932861328,174.4600067138672,172.0800018310547,173.85000610351562,148.7951202392578,2218200.0,FDX
2015-01-16,172.86000061035156,176.89999389648438,172.86000061035156,176.75999450683594,151.2857208251953,2588900.0,FDX
2015-01-20,178.30999755859375,179.47000122070312,177.1999969482422,179.1300048828125,153.3141632080078,2596300.0,FDX
2015-01-21,178.94000244140625,180.42999267578125,177.49000549316406,178.69000244140625,152.9376220703125,1615400.0,FDX
2015-01-22,179.52999877929688,181.4900054931641,178.30999755859375,181.3999938964844,155.25706481933594,1537400.0,FDX
2015-01-23,177.55999755859375,180.7400054931641,175.5500030517578,176.00999450683594,150.64382934570312,3340200.0,FDX
2015-01-26,175.94000244140625,177.94000244140625,175.1699981689453,176.66000366210938,151.2001495361328,1393800.0,FDX
2015-01-27,175.5399932861328,175.58999633789062,173.61000061035156,173.8800048828125,148.8208770751953,1388000.0,FDX
2015-01-28,175.42999267578125,175.6199951171875,171.14999389648438,171.4499969482422,146.74102783203125,1220700.0,FDX
2015-01-29,172.13999938964844,173.24000549316406,170.0500030517578,172.88999938964844,147.97349548339844,1640600.0,FDX
2015-01-30,171.57000732421875,173.63999938964844,168.8800048828125,169.11000061035156,144.73825073242188,2194600.0,FDX
2015-02-02,169.3000030517578,171.3000030517578,168.02999877929688,171.25,146.56983947753906,1474800.0,FDX
2015-02-03,173.02000427246094,173.99000549316406,170.75,172.97000122070312,148.0419921875,1649500.0,FDX
2015-02-04,172.13999938964844,173.2100067138672,171.1699981689453,172.0800018310547,147.2802276611328,1442300.0,FDX
2015-02-05,172.72000122070312,174.1699981689453,172.60000610351562,173.3699951171875,148.38436889648438,1149700.0,FDX
2015-02-06,174.08999633789062,174.97999572753906,172.3300018310547,173.25,148.2816162109375,1056600.0,FDX
2015-02-09,172.2899932861328,173.1999969482422,170.9600067138672,171.63999938964844,146.90365600585938,1210500.0,FDX
2015-02-10,172.9499969482422,173.74000549316406,170.77999877929688,173.3000030517578,148.324462890625,1497900.0,FDX
2015-02-11,173.38999938964844,174.99000549316406,172.9499969482422,173.9199981689453,148.8550567626953,1385600.0,FDX
2015-02-12,174.7100067138672,176.80999755859375,174.19000244140625,176.3000030517578,150.89208984375,2116200.0,FDX
2015-02-13,175.86000061035156,177.47999572753906,175.60000610351562,176.47000122070312,151.03756713867188,1674100.0,FDX
2015-02-17,176.60000610351562,179.6699981689453,176.50999450683594,179.5399932861328,153.66514587402344,1527600.0,FDX
2015-02-18,179.38999938964844,180.0500030517578,178.83999633789062,179.77999877929688,153.87049865722656,1270700.0,FDX
2015-02-19,179.97000122070312,180.0,178.6199951171875,178.64999389648438,152.90338134765625,1697900.0,FDX
2015-02-20,178.0500030517578,178.8699951171875,176.92999267578125,178.5,152.77499389648438,1430200.0,FDX
2015-02-23,178.5,178.80999755859375,177.38999938964844,178.3000030517578,152.6038055419922,956500.0,FDX
2015-02-24,177.9199981689453,178.58999633789062,177.44000244140625,177.8000030517578,152.17588806152344,1136400.0,FDX
2015-02-25,178.00999450683594,178.05999755859375,175.3000030517578,175.63999938964844,150.3271942138672,1419400.0,FDX
2015-02-26,175.49000549316406,175.97000122070312,173.4199981689453,174.60000610351562,149.43707275390625,1893900.0,FDX
2015-02-27,177.05999755859375,178.0500030517578,176.25,176.97999572753906,151.47406005859375,2398200.0,FDX
2015-03-02,176.97999572753906,178.14999389648438,176.05999755859375,176.8000030517578,151.3199920654297,1535300.0,FDX
2015-03-03,176.5,176.52000427246094,174.82000732421875,176.14999389648438,150.763671875,1282200.0,FDX
2015-03-04,175.55999755859375,175.77999877929688,174.41000366210938,174.6199951171875,149.4541778564453,1035300.0,FDX
2015-03-05,175.33999633789062,175.33999633789062,173.52000427246094,174.82000732421875,149.6253204345703,932200.0,FDX
2015-03-06,174.02999877929688,175.2100067138672,173.0,173.19000244140625,148.230224609375,1132300.0,FDX
2015-03-09,172.85000610351562,174.17999267578125,172.63999938964844,172.91000366210938,148.16171264648438,1539100.0,FDX
2015-03-10,171.22000122070312,172.05999755859375,170.0,170.0,145.668212890625,1478400.0,FDX
2015-03-11,170.0,172.3300018310547,170.0,171.55999755859375,147.00491333007812,1351800.0,FDX
2015-03-12,171.97000122070312,173.6300048828125,171.97000122070312,173.5800018310547,148.73580932617188,987900.0,FDX
2015-03-13,173.58999633789062,174.80999755859375,172.3300018310547,173.32000732421875,148.51304626464844,1150600.0,FDX
2015-03-16,174.2100067138672,177.4600067138672,174.2100067138672,177.32000732421875,151.9405059814453,1796700.0,FDX
2015-03-17,176.88999938964844,178.60000610351562,175.7100067138672,175.7100067138672,150.56094360351562,2721100.0,FDX
2015-03-18,172.0,174.13999938964844,170.50999450683594,173.3000030517578,148.49594116210938,4244300.0,FDX
2015-03-19,173.58999633789062,175.1300048828125,172.5,173.85000610351562,148.96714782714844,2095900.0,FDX
2015-03-20,174.10000610351562,174.33999633789062,171.8800048828125,172.0399932861328,147.41624450683594,2701600.0,FDX
2015-03-23,172.1699981689453,172.27999877929688,170.63999938964844,170.63999938964844,146.2165985107422,1754200.0,FDX
2015-03-24,170.2899932861328,170.5,169.16000366210938,169.16000366210938,144.94842529296875,1237400.0,FDX
2015-03-25,169.74000549316406,169.8000030517578,165.35000610351562,165.42999267578125,141.75228881835938,1978400.0,FDX
2015-03-26,164.27999877929688,166.6300048828125,163.60000610351562,165.49000549316406,141.80372619628906,1752700.0,FDX
2015-03-27,165.0500030517578,165.6199951171875,164.50999450683594,164.58999633789062,141.03253173828125,917100.0,FDX
2015-03-30,165.0500030517578,167.3800048828125,164.97999572753906,166.75,142.88333129882812,1529600.0,FDX
2015-03-31,166.0,166.47000122070312,165.0,165.4499969482422,141.76942443847656,1568200.0,FDX
2015-04-01,165.02000427246094,166.5,164.27999877929688,166.24000549316406,142.44638061523438,1611200.0,FDX
2015-04-02,166.7100067138672,166.80999755859375,165.6999969482422,166.22000122070312,142.42921447753906,1642500.0,FDX
2015-04-06,165.3699951171875,167.25999450683594,165.0,166.6699981689453,142.81480407714844,1270600.0,FDX
2015-04-07,172.75,173.83999633789062,170.7100067138672,171.16000366210938,146.66220092773438,5488700.0,FDX
2015-04-08,171.0800018310547,171.88999938964844,169.30999755859375,171.83999633789062,147.2448272705078,3196100.0,FDX
2015-04-09,171.4600067138672,173.4499969482422,171.08999633789062,172.9199981689453,148.17025756835938,1944100.0,FDX
2015-04-10,173.30999755859375,174.5,172.52000427246094,174.3699951171875,149.41270446777344,2235100.0,FDX
2015-04-13,173.63999938964844,175.3000030517578,173.00999450683594,173.1300048828125,148.35015869140625,1397700.0,FDX
2015-04-14,172.00999450683594,173.1300048828125,171.10000610351562,171.5,146.95350646972656,1816200.0,FDX
2015-04-15,171.5800018310547,172.36000061035156,169.32000732421875,169.52000427246094,145.2569122314453,2058000.0,FDX
2015-04-16,169.57000732421875,170.25999450683594,168.67999267578125,169.24000549316406,145.0170135498047,1760400.0,FDX
2015-04-17,168.22999572753906,168.5800018310547,167.3300018310547,168.0,143.9544677734375,1642400.0,FDX
2015-04-20,168.2899932861328,170.0,168.2899932861328,169.05999755859375,144.86273193359375,1244000.0,FDX
2015-04-21,169.42999267578125,170.4499969482422,169.0800018310547,169.91000366210938,145.59107971191406,1086500.0,FDX
2015-04-22,169.7899932861328,170.77999877929688,168.67999267578125,170.00999450683594,145.67678833007812,1053900.0,FDX
2015-04-23,169.0500030517578,170.92999267578125,169.0500030517578,170.10000610351562,145.75389099121094,1050400.0,FDX
2015-04-24,169.72999572753906,170.25,169.00999450683594,169.9499969482422,145.62535095214844,949300.0,FDX
2015-04-27,170.36000061035156,170.61000061035156,168.86000061035156,169.02999877929688,144.83706665039062,1472100.0,FDX
2015-04-28,169.27000427246094,171.9600067138672,168.50999450683594,171.24000549316406,146.73072814941406,1521100.0,FDX
2015-04-29,169.83999633789062,170.94000244140625,168.72000122070312,169.57000732421875,145.29974365234375,1115300.0,FDX
2015-04-30,168.38999938964844,169.9499969482422,168.36000061035156,169.57000732421875,145.29974365234375,1818800.0,FDX
2015-05-01,170.0,171.92999267578125,169.92999267578125,171.72999572753906,147.1505889892578,1163900.0,FDX
2015-05-04,171.61000061035156,173.47999572753906,171.50999450683594,172.3300018310547,147.6647491455078,1041100.0,FDX
2015-05-05,171.5,172.3300018310547,169.50999450683594,169.80999755859375,145.50538635253906,1167000.0,FDX
2015-05-06,170.69000244140625,170.77000427246094,168.4600067138672,169.55999755859375,145.29122924804688,1045200.0,FDX
2015-05-07,169.8699951171875,172.61000061035156,169.5800018310547,171.74000549316406,147.15914916992188,1148700.0,FDX
2015-05-08,172.99000549316406,174.08999633789062,172.77999877929688,173.35000610351562,148.5387420654297,1236400.0,FDX
2015-05-11,174.00999450683594,174.97999572753906,172.75999450683594,174.1999969482422,149.26705932617188,1327500.0,FDX
2015-05-12,173.16000366210938,173.6999969482422,172.44000244140625,173.4199981689453,148.59877014160156,1126200.0,FDX
2015-05-13,172.99000549316406,173.5,171.6699981689453,171.92999267578125,147.3219757080078,1213800.0,FDX
2015-05-14,172.83999633789062,174.0,172.11000061035156,173.4499969482422,148.6244354248047,1478000.0,FDX
2015-05-15,174.2100067138672,175.2899932861328,173.5,175.13999938964844,150.072509765625,1492200.0,FDX
2015-05-18,175.13999938964844,177.42999267578125,175.00999450683594,177.17999267578125,151.82058715820312,1558000.0,FDX
2015-05-19,177.50999450683594,178.6999969482422,177.0,177.97999572753906,152.5060577392578,1237000.0,FDX
2015-05-20,177.7100067138672,178.7899932861328,177.14999389648438,177.52000427246094,152.11192321777344,941300.0,FDX
2015-05-21,176.91000366210938,177.25,175.47999572753906,176.5500030517578,151.28074645996094,1112300.0,FDX
2015-05-22,176.47999572753906,176.72000122070312,174.67999267578125,175.17999267578125,150.1067657470703,775000.0,FDX
2015-05-26,175.0,175.0399932861328,173.77999877929688,174.11000061035156,149.18992614746094,953600.0,FDX
2015-05-27,174.6300048828125,176.88999938964844,173.9199981689453,176.66000366210938,151.37493896484375,808800.0,FDX
2015-05-28,176.11000061035156,176.14999389648438,174.5500030517578,175.10000610351562,150.0382537841797,1300300.0,FDX
2015-05-29,174.52000427246094,174.8800048828125,173.0,173.22000122070312,148.42730712890625,1158200.0,FDX
2015-06-01,173.8699951171875,175.97999572753906,172.9199981689453,175.3699951171875,150.2696533203125,1272000.0,FDX
2015-06-02,174.5399932861328,176.64999389648438,173.10000610351562,175.72000122070312,150.569580078125,1001400.0,FDX
2015-06-03,176.5,180.2899932861328,175.72000122070312,179.9199981689453,154.16839599609375,1930900.0,FDX
2015-06-04,178.89999389648438,179.99000549316406,178.77000427246094,179.6300048828125,153.91989135742188,1355000.0,FDX
2015-06-05,179.52000427246094,183.02999877929688,178.60000610351562,182.2400054931641,156.1563262939453,1940400.0,FDX
2015-06-08,181.9199981689453,182.0,179.63999938964844,179.88999938964844,154.1427001953125,1617700.0,FDX
2015-06-09,179.9499969482422,181.6000061035156,179.0,180.3699951171875,154.55397033691406,991300.0,FDX
2015-06-10,180.33999633789065,183.8999938964844,179.69000244140625,182.32000732421875,156.2248992919922,1869400.0,FDX
2015-06-11,184.2899932861328,185.19000244140625,182.83999633789065,184.97999572753903,158.504150390625,1918600.0,FDX
2015-06-12,184.0500030517578,184.82000732421875,182.7599945068359,183.6300048828125,157.34739685058594,1680000.0,FDX
2015-06-15,182.52999877929688,183.27000427246097,181.4499969482422,182.66000366210935,156.5161895751953,1408000.0,FDX
2015-06-16,182.02000427246097,183.5,179.83999633789062,182.1300048828125,156.2759246826172,2428100.0,FDX
2015-06-17,178.02999877929688,178.8800048828125,174.50999450683594,176.72999572753906,151.64254760742188,4032200.0,FDX
2015-06-18,176.55999755859375,180.19000244140625,176.55999755859375,178.38999938964844,153.06686401367188,2986600.0,FDX
2015-06-19,177.36000061035156,178.33999633789062,175.94000244140625,175.94000244140625,150.9646759033203,2448700.0,FDX
2015-06-22,176.75999450683594,177.64999389648438,176.0,176.27999877929688,151.25637817382812,1732600.0,FDX
2015-06-23,176.6999969482422,176.8300018310547,174.66000366210938,175.27000427246094,150.38975524902344,1532500.0,FDX
2015-06-24,175.0,175.77999877929688,172.4199981689453,173.4199981689453,148.80238342285156,1750000.0,FDX
2015-06-25,173.6300048828125,174.02000427246094,172.58999633789062,172.8000030517578,148.27040100097656,1527400.0,FDX
2015-06-26,173.6699981689453,174.11000061035156,173.1699981689453,173.66000366210938,149.00831604003906,1678900.0,FDX
2015-06-29,171.6199951171875,173.1199951171875,170.69000244140625,171.02000427246094,146.74305725097656,2335800.0,FDX
2015-06-30,172.32000732421875,172.83999633789062,169.9600067138672,170.39999389648438,146.2110595703125,1551800.0,FDX
2015-07-01,172.11000061035156,172.4600067138672,169.63999938964844,169.80999755859375,145.704833984375,1412100.0,FDX
2015-07-02,170.1999969482422,171.35000610351562,169.9499969482422,171.1300048828125,146.83746337890625,1182000.0,FDX
2015-07-06,170.0,171.22000122070312,167.88999938964844,168.75,144.79531860351562,1945300.0,FDX
2015-07-07,169.3699951171875,170.72999572753906,167.75999450683594,170.33999633789062,146.15957641601562,1754300.0,FDX
2015-07-08,168.32000732421875,169.97999572753906,166.6699981689453,166.99000549316406,143.28512573242188,1338400.0,FDX
2015-07-09,168.77999877929688,169.8000030517578,167.44000244140625,167.7100067138672,143.90293884277344,1321300.0,FDX
2015-07-10,170.0,170.4499969482422,167.8800048828125,168.4600067138672,144.54647827148438,1490300.0,FDX
2015-07-13,169.69000244140625,171.24000549316406,169.16000366210938,170.97000122070312,146.7001495361328,1327400.0,FDX
2015-07-14,171.0,171.88999938964844,170.08999633789062,171.24000549316406,146.9318389892578,1207400.0,FDX
2015-07-15,171.24000549316406,171.97999572753906,169.02999877929688,169.1300048828125,145.12139892578125,1389600.0,FDX
2015-07-16,170.25999450683594,170.50999450683594,169.44000244140625,169.49000549316406,145.43028259277344,1043300.0,FDX
2015-07-17,169.49000549316406,170.80999755859375,169.32000732421875,170.22999572753906,146.065185546875,1394000.0,FDX
