date,adj close,close,high,low,open,volume,ticker
,dlr,dlr,dlr,dlr,dlr,dlr,
2015-01-02,44.83802795410156,66.41000366210938,66.72000122070312,66.18000030517578,66.3499984741211,659000,DLR
2015-01-05,45.70226287841797,67.69000244140625,67.83000183105469,65.62000274658203,65.93000030517578,1514900,DLR
2015-01-06,45.560462951660156,67.4800033569336,68.37000274658203,67.22000122070312,67.94999694824219,1232300,DLR
2015-01-07,45.9250602722168,68.0199966430664,68.0999984741211,67.12000274658203,67.87000274658203,854600,DLR
2015-01-08,46.52595520019531,68.91000366210938,69.0999984741211,67.8499984741211,68.20999908447266,1165800,DLR
2015-01-09,46.0330810546875,68.18000030517578,68.95999908447266,67.98999786376953,68.7699966430664,569800,DLR
2015-01-12,46.46519088745117,68.81999969482422,68.91000366210938,67.70999908447266,67.80000305175781,811500,DLR
2015-01-13,47.120094299316406,69.79000091552734,69.80000305175781,68.98999786376953,69.16999816894531,1223600,DLR
2015-01-14,47.950565338134766,71.0199966430664,71.02999877929688,69.2300033569336,69.23999786376953,1215700,DLR
2015-01-15,48.29489517211914,71.52999877929688,71.66999816894531,70.81999969482422,71.25,1088200,DLR
2015-01-16,48.67974090576172,72.0999984741211,72.18000030517578,71.22000122070312,71.5999984741211,1230100,DLR
2015-01-20,49.13886260986328,72.77999877929688,73.18000030517578,72.2300033569336,72.41000366210938,1622500,DLR
2015-01-21,49.01056671142578,72.58999633789062,72.87000274658203,72.19000244140625,72.62999725341797,1047900,DLR
2015-01-22,49.63173294067383,73.51000213623047,73.75,72.72000122070312,72.72000122070312,1394700,DLR
2015-01-23,49.72625732421875,73.6500015258789,73.87999725341797,73.16000366210938,73.51000213623047,612600,DLR
2015-01-26,49.99634552001953,74.05000305175781,74.05000305175781,73.5,73.80000305175781,742300,DLR
2015-01-27,49.976070404052734,74.0199966430664,74.27999877929688,73.7300033569336,73.7300033569336,722200,DLR
2015-01-28,50.22590255737305,74.38999938964844,75.38999938964844,74.11000061035156,74.3499984741211,998600,DLR
2015-01-29,50.03009796142578,74.0999984741211,74.79000091552734,73.5199966430664,74.41999816894531,960900,DLR
2015-01-30,49.246891021728516,72.94000244140625,74.08999633789062,72.94000244140625,74.08999633789062,1085400,DLR
2015-02-02,49.44944763183594,73.23999786376953,73.4000015258789,72.06999969482422,73.0,856000,DLR
2015-02-03,49.530460357666016,73.36000061035156,73.41999816894531,72.25,72.63999938964844,1002000,DLR
